"X","Y","osm_id","type","name","brand","address","com_nom","last_update","cat_mag"
3.058424,50.6472265993146,"node/1327783683","pharmacy","Pharmacie des Quais",,,"Lille","2020-04-11",0
3.0640263,50.6393060993162,"node/7442270824","clothes","American Vintage","American Vintage",,"Lille","2022-08-23",1
3.058644,50.6285832993183,"node/4509013422","books","L'Affranchie",,,"Lille","2021-12-03",0
3.0490272,50.6259991993188,"node/9412387703","mobile_phone","Syma",,,"Lille","2022-01-12",0
3.0615265,50.6397566993161,"node/9080906034","cafe","En face",,,"Lille","2021-09-10",0
3.0548587,50.6327131993175,"node/4421774637","nightclub","La Boucherie",,,"Lille","2022-02-26",0
3.0721739,50.6382230993164,"node/10028391267","restaurant","Jour",,,"Lille","2022-09-15",0
3.0573329,50.6346667993171,"node/4405960690","pharmacy","Pharmacie Nationale",,,"Lille","2021-11-29",0
3.0652995,50.6344222993172,"node/5163093761","restaurant","Homa",,,"Lille","2021-07-03",0
3.0551464,50.6292160993182,"node/5244055803","restaurant","L'atmosphère",,,"Lille","2020-12-06",0
3.0302119,50.6344210993171,"node/6537384392","fast_food","L'Etoile de Rabat",,,"Lille","2020-04-27",0
3.0648232,50.6383761993164,"node/8962809530","books","Manga Dokaze",,,"Lille","2022-05-12",0
3.0633153,50.6392558993162,"node/7454297248","shoes","Ninon",,,"Lille","2021-12-16",0
3.0634711,50.6327383993175,"node/5111198095","hairdresser","Jimmy B.",,,"Lille","2021-12-09",0
3.067587,50.6344434993172,"node/5974433866","bank","Groupama","Groupama",,"Lille","2020-04-18",1
3.0581638,50.6309823993178,"node/5202232464","electronics","1001 Piles",,,"Lille","2022-02-15",0
3.0647756,50.6396622993161,"node/6042843005","shoes","Cothurne",,,"Lille","2022-02-07",0
3.0636043,50.6379184993165,"node/6133393146","gift","Wim' affiche",,,"Lille","2022-10-26",0
3.1008922,50.6296184993181,"node/2776081741","driving_school","Jouffroy-Formation",,,"Lille","2021-12-22",0
3.0474135,50.6157212993208,"node/7999503085","beauty","Yves Rocher","Yves Rocher",,"Lille","2021-08-07",1
3.0646964,50.6397251993161,"node/5199896854","clothes","Faguo","Faguo",,"Lille","2022-02-07",1
3.0616296,50.6396393993162,"node/8992108513","perfumery","Nuit indigo",,,"Lille","2021-12-21",0
3.0627202,50.6134884993213,"node/2701926610","restaurant","Pizza City",,,"Lille","2021-10-06",0
3.0640705,50.6385996993163,"node/7441428405","shoes","Minelli","Minelli",,"Lille","2021-12-17",1
3.0528943,50.6330806993174,"node/5383244423","convenience","Lumière de Nuit",,,"Lille","2020-04-28",0
3.0607217,50.6372378993166,"node/5058070123","bar","Bistrot du Nouveau Siècle",,,"Lille","2021-12-10",0
3.062911,50.6367239993167,"node/6133393109","insurance","Agence Smeno Lille Grand Place",,,"Lille","2019-06-10",0
3.0570819,50.630324999318,"node/9507450381","sports","Attitude Diffusion",,,"Lille","2022-02-15",0
3.0629812,50.6346158993171,"node/9332852615","restaurant","La Fossetta",,,"Lille","2021-12-12",0
3.0546749,50.6340151993172,"node/5613162229","bar","Le Stoy",,,"Lille","2021-07-23",0
3.0609779,50.6282891993184,"node/2194045043","bar","Suzanne",,,"Lille","2022-03-12",0
3.0597334,50.6387007993163,"node/7467753438","clothes","Saint James","Saint James","102 Rue Esquermoise","Lille","2022-05-23",1
3.061837,50.6379377993165,"node/6804995866","cosmetics","Clarins","Clarins",,"Lille","2021-12-15",1
3.0581158,50.6296194993181,"node/4857672771","restaurant","Le Passe-Porc",,,"Lille","2022-11-03",0
3.0763516,50.630429299318,"node/8871307617","hairdresser","Olivier Sauvage",,"3 Avenue Eugène Varlin","Lille","2021-06-28",0
3.0630098,50.6408981993159,"node/9094411402","supermarket","Carrefour City","Carrefour City",,"Lille","2021-12-16",1
3.0493514,50.6267441993187,"node/6536701947","pastry","Les Écureuils",,,"Lille","2022-08-23",0
3.058088,50.6396220993161,"node/9548356273","bar","Kong Bar",,,"Lille","2022-08-30",0
3.0216357,50.6291959993182,"node/8301224646","restaurant","Les sales mômes",,,"Lille","2021-11-18",0
3.0403067,50.6101981993219,"node/665892696","cafe","Bistrot de la Cité",,,"Lille","2017-01-12",0
3.0538649,50.6227283993194,"node/7864519938","mobile_phone","Suiss French Group",,,"Lille","2020-09-01",0
3.0630819,50.6362118993168,"node/6122249967","restaurant","Café Peacock",,,"Lille","2022-08-28",0
3.02656,50.6360935993168,"node/5700475753","estate_agent","JLW Immobilier",,,"Lille","2018-12-29",0
3.0542187,50.6228849993194,"node/7864519936","convenience","Ô Saveurs d'Orient",,,"Lille","2020-09-01",0
3.0174497,50.6417288993157,"node/8791512469","beauty","Studio Comme J'aime",,,"Lille","2022-01-15",0
3.0865401,50.6196798993201,"node/9425271249","fast_food","Le Classico Burger",,,"Lille","2022-01-17",0
2.9777724,50.6511988993139,"node/9063559035","optician","Générale d'Optique","Générale d'Optique",,"Lille","2021-09-05",1
3.0678333,50.6369475993167,"node/7507963853","e-cigarette","Sfactory",,,"Lille","2021-12-20",0
3.0643195,50.6399089993161,"node/617240505","pharmacy","Pharmacie Regnault",,"1 Place du Lion d'Or","Lille","2022-09-29",0
3.0917502,50.6324756993176,"node/2717259662","restaurant","Grillados",,"190 Rue Pierre Legrand","Lille","2021-01-09",0
3.060693,50.6415935993158,"node/8973557352","estate_agent","Hermitage Immobilier",,"14 Rue d'Angleterre","Lille","2022-10-08",0
3.0572127,50.6346127993171,"node/5383857935","bar","Le Pacha",,,"Lille","2021-03-28",0
3.0541741,50.6336531993173,"node/3551064101","estate_agent","Orpi","Orpi",,"Lille","2022-07-08",1
3.1136774,50.6254761993189,"node/5331690506","bakery","Boulangerie-Patisserie Sohet",,,"Lille","2018-01-10",0
3.0605267,50.6386570993163,"node/7457900800","fast_food","P'tite Poutine",,,"Lille","2021-12-16",0
3.0631737,50.6334863993173,"node/9354039862","houseware",,,,"Lille","2021-12-20",0
3.0564899,50.645280599315,"node/8839018589","bar","Angle 95",,,"Lille","2021-12-16",0
3.0640256,50.6390827993163,"node/7441780970","clothes","Balibaris","Balibaris",,"Lille","2022-08-23",1
3.0624705,50.629902699318,"node/5331056426","fast_food","Sandwicherie Châtillon",,,"Lille","2018-01-10",0
3.0665424,50.6381140993164,"node/3792502651","bicycle","Cyclable Lille","Cyclable;Yuba;Tern;Babboe;Douze;Riese & Müller",,"Lille","2022-08-26",1
3.0646009,50.6417939993157,"node/7444484999","estate_agent","Cabinet Damien",,,"Lille","2021-12-17",0
3.0702333,50.6362913993168,"node/5620628417","bakery","Eric Kayser","Eric Kayser",,"Lille","2022-09-08",1
3.0702282,50.6330195993174,"node/7415214911","hairdresser","Franck H",,,"Lille","2021-12-10",0
3.0640936,50.6372717993166,"node/10130417960","jewelry","Maison Laudate",,,"Lille","2022-10-26",0
2.9791492,50.6514229993138,"node/6335434107","jewelry","Trésor",,,"Lille","2019-09-25",0
3.0681938,50.6269305993186,"node/2096365210","bar","L'Alchimiste",,,"Lille","2021-11-29",0
3.0542454,50.6325122993175,"node/1772705077","fast_food","Chez ""Kemer""",,,"Lille","2019-10-14",0
3.0664257,50.6349098993171,"node/9664112599","alcohol","Sous la vigne",,,"Lille","2022-04-13",0
3.0624741,50.6376238993165,"node/4846431900","optician","Optic 2000","Optic 2000",,"Lille","2022-08-10",1
3.0522061,50.6283773993183,"node/9914682167","optician","Gambetta Opticien",,,"Lille","2022-08-21",0
3.1001615,50.6294069993182,"node/6960046666","fast_food","Rahma Pizza",,,"Lille","2019-11-09",0
3.0663613,50.6425497993156,"node/7446873363","restaurant","Be Burger Lille",,"39 Rue de Gand","Lille","2022-11-01",0
3.0793748,50.6272885993186,"node/2035946826","fast_food","Subway","Subway",,"Lille","2020-07-05",1
3.0662826,50.6339241993173,"node/5163093755","restaurant","Sushi Est",,,"Lille","2021-07-03",0
3.0248273,50.6369218993167,"node/6171946491","restaurant","La Gondole",,,"Lille","2021-01-01",0
3.0514627,50.62028329932,"node/8951517489","tobacco","O'Nargui",,,"Lille","2021-12-03",0
3.1120797,50.6253941993189,"node/4649250000","hairdresser","Delphine coiffure",,,"Lille","2021-10-12",0
3.0628488,50.6385024993164,"node/5383857973","clothes","Carhartt WIP Store",,,"Lille","2018-04-06",0
3.0483373,50.6269141993186,"node/9971948439","florist","Un Brin d'Aventure",,,"Lille","2022-09-28",0
3.0621578,50.6387574993163,"node/7042127317","bag","Renouard",,,"Lille","2021-10-04",0
3.0607535,50.6371572993166,"node/9700012117","cafe","Café des artistes",,,"Lille","2022-04-28",0
3.0653412,50.6411633993158,"node/7442520034","bar","La Clique",,,"Lille","2022-06-13",0
3.0242602,50.6369551993167,"node/5636158916","fast_food","Station Pizza",,,"Lille","2022-02-12",0
2.9775604,50.6511853993139,"node/6335434111","cosmetics","Nocibé","Nocibé",,"Lille","2021-09-05",1
3.044866,50.6253588993189,"node/6331894399","restaurant","Pizzeria Juliet et Roméo",,,"Lille","2021-12-08",0
3.0640512,50.6259326993188,"node/2335382480","cheese","L'affinée",,,"Lille","2021-12-12",0
3.0606667,50.6383546993164,"node/8464276957","shoes","Mephisto","Mephisto",,"Lille","2021-08-08",1
3.0636869,50.6343830993172,"node/5348005204","clothes","Brice","Brice",,"Lille","2021-12-11",1
3.0589887,50.6288510993183,"node/5246976006","restaurant","Restaurant Sébastopol",,,"Lille","2022-08-04",0
3.0669973,50.6376740993165,"node/2875870990","bicycle","Altermove","Tern;Stromer;Bike43;Brompton Bicycle;Gazelle",,"Lille","2021-07-31",1
3.0502185,50.6275129993185,"node/6239906991","funeral_directors","Greenwood Funerals",,,"Lille","2022-05-18",0
3.0513614,50.6282140993184,"node/5325752878","restaurant","Saveurs des Iles",,,"Lille","2018-01-07",0
3.0509766,50.6278398993185,"node/8476093977","deli","Rangoli",,,"Lille","2022-02-17",0
3.0594181,50.6312769993178,"node/5163093747","fast_food","808 Mac & Cheese",,,"Lille","2022-03-12",0
3.0209903,50.6340987993172,"node/9981212352","cafe","Break & Dej'",,,"Lille","2022-08-27",0
3.0611866,50.6295793993181,"node/3009957237","restaurant","Le Chantecler",,,"Lille","2022-08-19",0
3.1050897,50.6162441993207,"node/6296077350","fast_food","Cafétéria Cdg59",,,"Lille","2019-04-02",0
3.0611368,50.6323126993176,"node/5443917724","fast_food","Fresh Way",,,"Lille","2021-11-29",0
3.0618214,50.6389367993163,"node/7456935970","clothes","Rains",,,"Lille","2022-10-22",0
3.0423878,50.6235261993193,"node/8841223799","cafe","takk",,,"Lille","2021-06-17",0
3.0488853,50.6266883993187,"node/6536701933","bakery","Maison Doucet",,,"Lille","2021-03-27",0
3.0685571,50.6370369993167,"node/5348005762","fast_food","Yakamoz",,,"Lille","2021-12-21",0
3.0694932,50.6374880993166,"node/9510856317","estate_agent","Multiburo",,,"Lille","2022-07-11",0
3.0577896,50.6395895993161,"node/9813270676","restaurant","Lucky Panda",,,"Lille","2022-06-12",0
3.0600103,50.6386961993163,"node/7457900798","restaurant","Le Square d'Aramis",,,"Lille","2021-11-13",0
3.0570218,50.6271621993186,"node/5109177874","bar","Lokarria",,,"Lille","2021-11-11",0
3.0629681,50.6368095993167,"node/5625072731","bakery","Paul","Paul",,"Lille","2019-06-01",1
3.0644776,50.6397485993161,"node/5199896853","cafe","Notting Hill coffee","Notting Hill coffee",,"Lille","2018-04-06",1
3.0573287,50.6304234993179,"node/10143324645","shoes","GCD Chaussures",,,"Lille","2022-10-31",0
3.0641154,50.6371324993166,"node/585221173","restaurant","Crèperie La Vieille Bourse",,,"Lille","2022-10-26",0
3.0495466,50.6267254993187,"node/6536701942","alcohol","Bières des Halles",,,"Lille","2022-08-23",0
3.06376,50.6341267993172,"node/6238208883","clothes","Jules","Jules",,"Lille","2021-12-09",1
3.0750781,50.6104082993219,"node/3124645287","pharmacy","Pharmacie Daligault",,,"Lille","2019-07-29",0
3.0756876,50.6372691993166,"node/5163601540","variety_store","Flying Tiger Copenhagen","Flying Tiger Copenhagen",,"Lille","2019-07-22",1
3.0260505,50.6311943993178,"node/5361882734","bar","Le Saint-Charles",,,"Lille","2021-12-23",0
3.0913943,50.6326073993175,"node/6993856362","restaurant","Twister",,"182B Rue Pierre Legrand","Lille","2021-10-18",0
3.0507834,50.6190213993202,"node/6532268963","butcher","Boucherie Des Postes",,,"Lille","2019-06-07",0
3.0695065,50.6335071993173,"node/2280554800","books","Librairie VO",,,"Lille","2021-10-08",0
3.0622124,50.6375718993165,"node/4846431895","chocolate","Maison Georges Larnicol",,,"Lille","2021-12-15",0
3.0597659,50.6369875993167,"node/9700039117","beauty","Soleil d'été",,"20 Place Pierre Mendès France","Lille","2022-05-29",0
3.0588461,50.6356113993169,"node/6159414377","bakery","Maison Papillon",,,"Lille","2021-11-19",0
3.0455368,50.630011399318,"node/8280757936","post_office","Relais La Poste","La Poste",,"Lille","2022-05-22",1
3.0701182,50.6332185993174,"node/7415190766","employment_agency","Manpower","Manpower",,"Lille","2021-12-10",1
3.0149893,50.640184699316,"node/6057567275","estate_agent","Agence Nestenn Lomme",,,"Lille","2019-10-29",0
3.0720908,50.6373731993166,"node/5163601527","clothes","New Yorker","New Yorker","100 Avenue Willy Brandt","Lille","2021-11-19",1
3.0630567,50.6305490993179,"node/9045494581","books","La Librairie-boutique du Palais",,,"Lille","2021-08-29",0
3.0584388,50.6296536993181,"node/10154338667","estate_agent","Concept Immo",,,"Lille","2022-11-03",0
3.0611818,50.6296331993181,"node/2995433303","hifi","Passion Hifi",,,"Lille","2020-05-12",0
3.0559422,50.6285845993183,"node/9536992995","dressmaker","Styl Retouche",,,"Lille","2022-02-26",0
3.0813171,50.640267799316,"node/10177976915","fast_food","Le Faubourg des délices",,"48 Rue des Jardins Caulier","Lille","2022-11-12",0
3.0473695,50.6137019993212,"node/5256256922","bakery","albaraka",,,"Lille","2020-02-13",0
3.0639787,50.6332569993174,"node/9001374856","beauty","Les Bulles À Flotter Lille",,,"Lille","2021-08-12",0
3.0645409,50.6399111993161,"node/5199896863","clothes","Mise au Green","Mise au Green",,"Lille","2022-02-03",1
3.0662547,50.635106799317,"node/7620261167","toys","Bonnehomme de bois",,,"Lille","2020-06-14",0
3.0661692,50.6358890993169,"node/5274237689","fabric","Papa Pique et Maman Coud",,,"Lille","2019-08-31",0
3.0038075,50.6470383993147,"node/6643486590","hairdresser","Mon Ami Le Chien Toilettage",,,"Lille","2020-09-15",0
3.055373,50.6105033993219,"node/7803511488","electronics_repair","Repair Café Lille Sud","Repair Café","7 bis Rue de l'Asie","Lille","2022-06-17",1
3.0640484,50.6388675993163,"node/7441780963","jewelry","Swarovski","Swarovski",,"Lille","2021-12-17",1
3.0655008,50.6416119993157,"node/7444485003","hairdresser","Le Salon de la rue de Gand",,,"Lille","2021-12-17",0
3.0661597,50.6361718993168,"node/9488045769","gift","L'Odyssée Lille",,,"Lille","2022-02-07",0
3.0862933,50.6336251993173,"node/9847799602","charity","Entraid'59",,"5bis Rue du Calvaire","Lille","2022-06-26",0
3.0692206,50.6284417993183,"node/4818250202","supermarket","Bio C' Bon","Bio C' Bon","1 Boulevard Jean-Baptiste Lebas","Lille","2022-06-13",1
3.0442813,50.6311166993178,"node/5803644996","driving_school","Auto-Ecole Colbert",,,"Lille","2019-01-27",0
3.0346088,50.6211851993198,"node/7391828969","convenience","Carrefour Express","Carrefour Express",,"Lille","2021-12-08",1
3.065548,50.6332079993174,"node/10079394217","hairdresser","Au delà du miroir",,,"Lille","2022-10-06",0
3.0264,50.6313982993178,"node/6333900373","convenience","Epicerie",,,"Lille","2021-12-24",0
3.0644031,50.640112799316,"node/7442270835","pastry","Boulangerie Pâtisserie au Lion d'Or",,,"Lille","2022-11-07",0
3.0665762,50.6371112993166,"node/9979971361","clothes",,,,"Lille","2022-08-26",0
3.0679312,50.6369357993167,"node/5407835061","chocolate","Leonidas","Leonidas",,"Lille","2021-12-20",1
3.0171644,50.6419516993157,"node/6343226511","shoemaker","Art et Tradition",,,"Lille","2022-01-15",0
3.0582725,50.6386391993163,"node/6948805797","restaurant","Ripaille",,,"Lille","2022-08-04",0
3.064804,50.6381950993164,"node/6325881982","restaurant","Bernard et Léon",,,"Lille","2022-05-12",0
3.0477361,50.6142682993211,"node/5320723322","cafe","Au P'tit Marin",,,"Lille","2021-12-18",0
3.0634617,50.635470999317,"node/9332852611","clothes","Karl Marc John","Karl Marc John",,"Lille","2021-12-12",1
3.0575593,50.6388105993163,"node/8709195168","bicycle","Le Hollandais Vélo",,"24 Rue de la Barre","Lille","2022-06-21",0
3.0485599,50.6266852993187,"node/5325754286","deli","Pistache & Cacahuète",,,"Lille","2021-03-22",0
3.0626755,50.6326684993175,"node/10112868989","fast_food","Sushi Shop","Sushi Shop",,"Lille","2022-10-19",1
3.0480182,50.6267846993187,"node/5325754299","butcher","François Evrard - Viandes de collection",,,"Lille","2022-05-09",0
3.0659354,50.6339169993173,"node/5898787941","hairdresser","Reb-Loy",,,"Lille","2020-03-30",0
3.0570251,50.629922499318,"node/5324577821","nutrition_supplements","Primeur solferino",,,"Lille","2020-04-04",0
3.0737234,50.6378289993165,"node/5163601526","clothes","Uniqlo","Uniqlo",,"Lille","2019-06-01",1
3.0641235,50.6396670993161,"node/7442270831","perfumery","Reminiscence",,,"Lille","2021-12-16",0
3.0645197,50.6334939993174,"node/8019505334","restaurant","Mon père",,,"Lille","2022-04-16",0
3.0624759,50.6441513993152,"node/8015857592","fast_food","Sandwicherie du Pont Neuf",,"17 Rue du Pont Neuf","Lille","2022-09-09",0
3.0589792,50.6362031993168,"node/10108297060","bar","Hôp[i]",,,"Lille","2022-10-17",0
3.065151,50.6365304993167,"node/9002169511","employment_agency","All You Need",,,"Lille","2021-08-12",0
3.0608788,50.6382918993164,"node/8464276956","optician","Acuitis Lille",,,"Lille","2022-08-09",0
3.0489897,50.6265310993187,"node/5311787623","seafood","La bonne pêche",,,"Lille","2022-08-23",0
3.062169,50.6333678993174,"node/6821185888","fast_food","Sushi Soba",,,"Lille","2020-08-04",0
3.0664119,50.6425950993156,"node/2580523463","restaurant","Les Fils à Maman",,,"Lille","2021-12-17",0
3.0605826,50.6383907993164,"node/8464276958","chocolate","Jean Trogneux",,,"Lille","2022-08-09",0
3.066711,50.6359975993169,"node/5342326025","clothes","Jacadi","Jacadi",,"Lille","2021-12-11",1
3.0455348,50.6296647993181,"node/2389863573","pharmacy","Grande Pharmacie Colbert",,,"Lille","2020-06-19",0
3.0612705,50.6322473993176,"node/1796976040","pharmacy","Pharmacie de la Liberté",,,"Lille","2021-11-29",0
3.0321873,50.6270405993186,"node/1588237669","pharmacy","Pharmacie du Port Fluvial",,,"Lille","2021-12-08",0
2.9863674,50.645580799315,"node/4405902991","butcher","Boucherie du Centre",,,"Lille","2022-03-29",0
3.0693516,50.6335076993173,"node/9159416248","restaurant","Café - Brasserie Le Delory",,,"Lille","2021-10-08",0
3.0507292,50.6188670993202,"node/6574717997","mobile_phone","Iphone Express",,,"Lille","2019-06-27",0
3.0554411,50.6307474993179,"node/5101058480","fast_food","Fresh Burritos","Fresh Burritos",,"Lille","2022-08-23",1
3.0542983,50.6292269993182,"node/5287382035","hairdresser","Tchip","Tchip",,"Lille","2022-09-19",1
3.0568832,50.6421723993156,"node/9006107374","florist","Alchimie Fleurs et Objets",,,"Lille","2021-09-24",0
3.0491986,50.6266362993187,"node/6905063156","butcher","Le coq hardi",,,"Lille","2021-03-27",0
3.063502,50.6377472993165,"node/6133393165","clothes","Keitel",,,"Lille","2022-08-09",0
3.06262,50.6442037993152,"node/8015857590","cafe","Café Tabac",,,"Lille","2021-08-13",0
3.0612685,50.6361219993168,"node/8022017157","cosmetics","Aroma-zone",,,"Lille","2021-01-12",0
3.0744637,50.6382184993164,"node/6329760222","restaurant","Mama Kitchen Caffè",,,"Lille","2022-09-25",0
3.0506652,50.6266329993187,"node/6447191881","music","Air du temps",,,"Lille","2021-12-06",0
3.062733,50.6332908993174,"node/5267690937","restaurant","Garden Food",,,"Lille","2022-03-03",0
3.0036829,50.6472760993146,"node/4405902878","pharmacy","Pharmacie de la Mitterie",,,"Lille","2019-07-22",0
3.0678177,50.6337502993173,"node/7419583300","restaurant","Le Palermo",,,"Lille","2021-12-10",0
3.0619352,50.6414619993158,"node/8963671913","deli","La Bottega",,,"Lille","2022-06-27",0
3.0570032,50.6293870993182,"node/9921358736","bar","Bazar Comedy Club",,,"Lille","2022-07-30",0
3.0675085,50.6371039993166,"node/6545265203","interior_decoration","Meubles & Déco",,,"Lille","2019-06-13",0
3.0553761,50.6026693993234,"node/7330223510","bakery","Au Fournil d'Arras",,,"Lille","2020-03-27",0
3.0557331,50.6323670993176,"node/4445182608","bar","Tam-Tam",,,"Lille","2021-10-08",0
3.0616578,50.6370948993166,"node/9144685907","restaurant","Beef",,,"Lille","2021-10-04",0
3.0563219,50.6345418993171,"node/5538696778","insurance","Agence GMF",,,"Lille","2022-01-16",0
3.0635635,50.6378288993165,"node/6133393148","jewelry","Lepage",,,"Lille","2022-10-26",0
3.0668967,50.6427390993155,"node/7448518931","restaurant","Estaminet Chez la Vieille",,,"Lille","2022-10-28",0
3.0494232,50.6266395993187,"node/6536701941","restaurant","Mestizo",,,"Lille","2022-08-23",0
3.0614845,50.630203499318,"node/9964058005","bar","Monkey",,,"Lille","2022-10-26",0
3.0575804,50.6343042993172,"node/6194554181","printer_ink","France Toner",,,"Lille","2021-11-29",0
3.0540182,50.6332262993174,"node/5709628387","estate_agent","Logéhome",,,"Lille","2018-06-21",0
3.0938843,50.6316889993177,"node/2717260038","convenience","Romania Magasin",,"248 Rue Pierre Legrand","Lille","2021-01-05",0
3.0427018,50.6326284993175,"node/6427720566","restaurant","Switch",,,"Lille","2019-04-25",0
3.0600161,50.6218837993196,"node/9595762252","hairdresser","DJF Barber",,,"Lille","2022-03-21",0
3.0949429,50.6314765993177,"node/5405879884","restaurant","Lwiza",,"221 Rue Pierre Legrand","Lille","2021-02-28",0
3.0620221,50.6378688993165,"node/5383857947","deli","Conserverie La Belle Illoise",,,"Lille","2021-11-29",0
3.055281,50.6294216993181,"node/1632827857","restaurant","Le chat qui fume",,,"Lille","2021-11-29",0
3.0936069,50.6320244993176,"node/2717259669","fast_food","Fives Original Burger Grill",,"197 Rue Pierre Legrand","Lille","2021-02-28",0
3.0548362,50.6329777993174,"node/4421747216","bar","Temple's Bar",,,"Lille","2021-12-06",0
2.9777188,50.6514436993138,"node/9063559036","travel_agency","Vacances Carrefour",,,"Lille","2021-09-05",0
3.0670138,50.6223290993196,"node/7183897487","convenience","Robin des Bio",,,"Lille","2021-12-01",0
3.0585568,50.6376046993165,"node/9472516392","restaurant","Aux Indes",,,"Lille","2022-02-03",0
2.9871274,50.6457905993149,"node/6311668241","estate_agent","Abrinor",,,"Lille","2021-09-05",0
3.0516824,50.6273661993185,"node/5325752879","shoemaker","Cordonnerie Chauss'Clef",,,"Lille","2020-01-13",0
3.0541438,50.6236202993193,"node/1946057442","supermarket","Carrefour City","Carrefour City",,"Lille","2019-03-24",1
3.0116415,50.6429779993155,"node/4382158533","electronics","Envie Lomme",,,"Lille","2021-08-28",0
3.0583353,50.6389268993163,"node/3772617555","restaurant","Noun",,,"Lille","2022-08-26",0
3.0010841,50.6470058993147,"node/6512125018","chocolate","Atelier de la Gourmandise",,,"Lille","2019-05-30",0
3.0387498,50.6245426993191,"node/6110928849","restaurant","Le Galettoire",,,"Lille","2022-08-30",0
3.0641179,50.6375021993165,"node/5761496453","restaurant","Le Beffroi",,,"Lille","2018-07-15",0
3.0683332,50.62001089932,"node/5956476494","pub","l'an droit",,,"Lille","2021-12-01",0
3.0671954,50.6196889993201,"node/9026871903","fast_food","Unik",,,"Lille","2022-09-15",0
3.0614968,50.6364350993168,"node/2876177894","beauty","Institut de beauté Docteur Pierre Ricaud",,,"Lille","2021-01-20",0
3.070769,50.6356361993169,"node/9004135287","bakery","Le sucré salé",,,"Lille","2021-08-13",0
3.0252533,50.6366403993167,"node/1149457008","beauty","L'atelier Beauté",,,"Lille","2018-12-29",0
3.0553519,50.6298312993181,"node/5163090918","pawnbroker","Cash Converters","Cash Converters",,"Lille","2022-09-27",1
3.0634069,50.635508999317,"node/9294632452","restaurant","Réveille",,,"Lille","2021-11-29",0
3.0586849,50.6470286993147,"node/9723633906","post_office","Lille Auchan Drive piéton","La Poste",,"Lille","2022-05-07",1
3.0638016,50.6391422993162,"node/7441780974","jewelry","Agatha","Agatha",,"Lille","2021-12-17",1
3.064555,50.6314319993177,"node/7353668126","restaurant","Little Italy",,,"Lille","2022-05-03",0
3.0530032,50.6311873993178,"node/9921358737","medical_supply","La maison du matériel médical",,,"Lille","2022-07-30",0
3.0605536,50.6415318993158,"node/8973557353","hairdresser","Julie et Romain Coiffure",,,"Lille","2021-12-15",0
3.0466641,50.6126584993215,"node/9144091157","newsagent",,,,"Lille","2021-10-04",0
3.053342,50.6290441993182,"node/4401100554","pharmacy","Pharmacie Gambetta",,,"Lille","2022-08-07",0
3.0610403,50.6360062993168,"node/8979242873","shoes","J.M. Weston","J.M. Weston",,"Lille","2021-08-04",1
3.0630318,50.6361864993168,"node/9983956177","restaurant","Le Passage Rihour",,,"Lille","2022-08-28",0
3.0669277,50.635209499317,"node/9338777644","books","Croâfunding",,,"Lille","2021-12-14",0
