"Département (Champ géographique)","Code Commune (Champ géographique)","Nom Commune (Champ géographique)","Section (Références cadastrales)","Bâtiment (Identification du local)","N° voirie (Adresse du local)","Indice de répétition (Adresse du local)","Nature voie (Adresse du local)","Nom voie (Adresse du local)","N° MAJIC (Propriétaire(s) du local)","N° SIREN (Propriétaire(s) du local)","Forme juridique (Propriétaire(s) du local)","Forme juridique abrégée (Propriétaire(s) du local)","Dénomination (Propriétaire(s) du local)","Adresse","Adresse_complete"
59,350,"LILLE","IK","A",4,"","BOULEVARD","DE BELFORT","PBJCZT","798426805",6540,"SCI","REVEILLON","BOULEVARD DE BELFORT","4 BOULEVARD DE BELFORT"
59,350,"LILLE","IK","A",10,"","PLACE","GUY DE DAMPIERRE","PBCDF6","775672272",9230,"ASS","CROIX ROUGE FRANCAISE","PLACE GUY DE DAMPIERRE","10 PLACE GUY DE DAMPIERRE"
59,350,"LILLE","IK","A",9974,"","PLACE","GUY DE DAMPIERRE","PBCD23","428822852",7389,"EPA","ETABLISSEMENT FRANCAIS DU SANG","PLACE GUY DE DAMPIERRE","9974 PLACE GUY DE DAMPIERRE"
59,350,"LILLE","IK","A",84,"","RUE","DE TREVISE","PBBZXL","U21018328",7113,"ETAT","ETAT MINISTERE EDUCATION NATIONALE","RUE DE TREVISE","84 RUE DE TREVISE"
59,350,"LILLE","IK","A",84,"","RUE","DE TREVISE","P99999","U23752501",7113,"ETAT","ETAT PAR DIRECTION DE L IMMOBILIER DE L ETAT","RUE DE TREVISE","84 RUE DE TREVISE"
59,350,"LILLE","IK","A",84,"","RUE","DE TREVISE","PBCS3W","215903501",7210,"COM","COMMUNE DE LILLE","RUE DE TREVISE","84 RUE DE TREVISE"
59,350,"LILLE","IK","A",80,"","RUE","DE TREVISE","P9MBDM","304747835",5546,"SA","ICF NORD-EST","RUE DE TREVISE","80 RUE DE TREVISE"
59,350,"LILLE","IK","A",80,"","RUE","DE TREVISE","P9994W","304747835",5546,"SA","ICF NORD-EST","RUE DE TREVISE","80 RUE DE TREVISE"
59,350,"LILLE","IK","A",70,"","RUE","DE TREVISE","PBBZXC","333846046",6540,"SCI","SCI DU LAC","RUE DE TREVISE","70 RUE DE TREVISE"
59,350,"LILLE","IK","AA",44,"","RUE","DE VALENCIENNES","PBCMMM","480148196",6540,"SCI","SCI CMV","RUE DE VALENCIENNES","44 RUE DE VALENCIENNES"
59,350,"LILLE","IK","A",48,"B","RUE","DE VALENCIENNES","P9MBGT","333384311",5599,"SA","BPCE LEASE IMMO","RUE DE VALENCIENNES","48 RUE DE VALENCIENNES"
59,350,"LILLE","IK","A",48,"B","RUE","DE VALENCIENNES","PBH86C","320252489",5599,"SA","BPIFRANCE FINANCEMENT","RUE DE VALENCIENNES","48 RUE DE VALENCIENNES"
59,350,"LILLE","IK","A",50,"","RUE","DE VALENCIENNES","P9MBGT","333384311",5599,"SA","BPCE LEASE IMMO","RUE DE VALENCIENNES","50 RUE DE VALENCIENNES"
59,350,"LILLE","IK","A",50,"","RUE","DE VALENCIENNES","PBH86C","320252489",5599,"SA","BPIFRANCE FINANCEMENT","RUE DE VALENCIENNES","50 RUE DE VALENCIENNES"
59,350,"LILLE","IK","A",46,"","RUE","DE VALENCIENNES","PBHLWL","523254167",6599,"SC","SCI CORLAN","RUE DE VALENCIENNES","46 RUE DE VALENCIENNES"
59,350,"LILLE","IK","PK",46,"","RUE","DE VALENCIENNES","PBCMMM","480148196",6540,"SCI","SCI CMV","RUE DE VALENCIENNES","46 RUE DE VALENCIENNES"
59,350,"LILLE","IK","PK",46,"","RUE","DE VALENCIENNES","PBHLWL","523254167",6599,"SC","SCI CORLAN","RUE DE VALENCIENNES","46 RUE DE VALENCIENNES"
59,350,"LILLE","IK","PK",46,"","RUE","DE VALENCIENNES","PBH7CJ","790896880",6540,"SCI","PERDIGEON-DAL","RUE DE VALENCIENNES","46 RUE DE VALENCIENNES"
59,350,"LILLE","IK","A",9934,"","RUE","GEORGES CLEMENCEAU","P9MBBC","444608442",5699,"SA","ENEDIS","RUE GEORGES CLEMENCEAU","9934 RUE GEORGES CLEMENCEAU"
59,350,"LILLE","IK","A",9934,"","RUE","GEORGES CLEMENCEAU","P998MW","444608442",5699,"SA","ENEDIS","RUE GEORGES CLEMENCEAU","9934 RUE GEORGES CLEMENCEAU"
59,350,"LILLE","IK","A",63,"","RUE","DE TREVISE","PBHD3H","491371167",5599,"SA","LFB BIOMEDICAMENTS","RUE DE TREVISE","63 RUE DE TREVISE"
59,350,"LILLE","IK","A",27,"","RUE","JEAN JAURES","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN JAURES","27 RUE JEAN JAURES"
59,350,"LILLE","IK","A",68,"","RUE","DE TREVISE","P9MBBC","444608442",5699,"SA","ENEDIS","RUE DE TREVISE","68 RUE DE TREVISE"
59,350,"LILLE","IK","A",68,"","RUE","DE TREVISE","P998MW","444608442",5699,"SA","ENEDIS","RUE DE TREVISE","68 RUE DE TREVISE"
59,350,"LILLE","IK","B",27,"","RUE","JEAN JAURES","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN JAURES","27 RUE JEAN JAURES"
59,350,"LILLE","IK","C",27,"","RUE","JEAN JAURES","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN JAURES","27 RUE JEAN JAURES"
59,350,"LILLE","IK","D",27,"","RUE","JEAN JAURES","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN JAURES","27 RUE JEAN JAURES"
59,350,"LILLE","IK","E",27,"","RUE","JEAN JAURES","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN JAURES","27 RUE JEAN JAURES"
59,350,"LILLE","IK","F",27,"","RUE","JEAN JAURES","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN JAURES","27 RUE JEAN JAURES"
59,350,"LILLE","IK","G",27,"","RUE","JEAN JAURES","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN JAURES","27 RUE JEAN JAURES"
59,350,"LILLE","IK","I",27,"","RUE","JEAN JAURES","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN JAURES","27 RUE JEAN JAURES"
59,350,"LILLE","IK","J",27,"","RUE","JEAN JAURES","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN JAURES","27 RUE JEAN JAURES"
59,350,"LILLE","IK","K",27,"","RUE","JEAN JAURES","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN JAURES","27 RUE JEAN JAURES"
59,350,"LILLE","IK","L",27,"","RUE","JEAN JAURES","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN JAURES","27 RUE JEAN JAURES"
59,350,"LILLE","IK","M",27,"","RUE","JEAN JAURES","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN JAURES","27 RUE JEAN JAURES"
59,350,"LILLE","IK","N",27,"","RUE","JEAN JAURES","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN JAURES","27 RUE JEAN JAURES"
59,350,"LILLE","IK","O",27,"","RUE","JEAN JAURES","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN JAURES","27 RUE JEAN JAURES"
59,350,"LILLE","IK","X",42,"B","RUE","DE VALENCIENNES","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE DE VALENCIENNES","42 RUE DE VALENCIENNES"
59,350,"LILLE","IK","01",9100,"","BOULEVARD","DE BELFORT","PBJJ58","245900410",7344,"","METROPOLE EUROPEENNE DE LILLE","BOULEVARD DE BELFORT","9100 BOULEVARD DE BELFORT"
59,350,"LILLE","IK","A",6,"","BOULEVARD","DE BELFORT","PBCD23","428822852",7389,"EPA","ETABLISSEMENT FRANCAIS DU SANG","BOULEVARD DE BELFORT","6 BOULEVARD DE BELFORT"
59,350,"LILLE","IK","A",26,"","RUE","GEORGES CLEMENCEAU","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE GEORGES CLEMENCEAU","26 RUE GEORGES CLEMENCEAU"
59,350,"LILLE","IK","A",30,"","RUE","GEORGES CLEMENCEAU","PBH8C5","752359612",6540,"SCI","KAMAFRA","RUE GEORGES CLEMENCEAU","30 RUE GEORGES CLEMENCEAU"
59,350,"LILLE","IK","A",28,"","RUE","GEORGES CLEMENCEAU","PBH8C5","752359612",6540,"SCI","KAMAFRA","RUE GEORGES CLEMENCEAU","28 RUE GEORGES CLEMENCEAU"
59,350,"LILLE","IK","A",1,"","RUE","JEAN ZAY","PBB4RZ","185911500",7385,"EPA","CENTRE REGIONAL OEUVRES UNIV SCOLAIRES","RUE JEAN ZAY","1 RUE JEAN ZAY"
59,350,"LILLE","IK","B",3,"","RUE","JEAN ZAY","PBB4RZ","185911500",7385,"EPA","CENTRE REGIONAL OEUVRES UNIV SCOLAIRES","RUE JEAN ZAY","3 RUE JEAN ZAY"
59,350,"LILLE","IK","C",5,"","RUE","JEAN ZAY","PBB4RZ","185911500",7385,"EPA","CENTRE REGIONAL OEUVRES UNIV SCOLAIRES","RUE JEAN ZAY","5 RUE JEAN ZAY"
59,350,"LILLE","IK","D",7,"","RUE","JEAN ZAY","PBB4RZ","185911500",7385,"EPA","CENTRE REGIONAL OEUVRES UNIV SCOLAIRES","RUE JEAN ZAY","7 RUE JEAN ZAY"
59,350,"LILLE","IK","E",9,"","RUE","JEAN ZAY","PBB4RZ","185911500",7385,"EPA","CENTRE REGIONAL OEUVRES UNIV SCOLAIRES","RUE JEAN ZAY","9 RUE JEAN ZAY"
59,350,"LILLE","IK","A",15,"B","RUE","EDOUARD HERRIOT","PBCS3W","215903501",7210,"COM","COMMUNE DE LILLE","RUE EDOUARD HERRIOT","15 RUE EDOUARD HERRIOT"
59,350,"LILLE","IK","A",1,"","RUE","GEORGES MANDEL","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE GEORGES MANDEL","1 RUE GEORGES MANDEL"
59,350,"LILLE","IK","A",25,"","RUE","GEORGES MANDEL","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE GEORGES MANDEL","25 RUE GEORGES MANDEL"
59,350,"LILLE","IK","A",81,"","RUE","GEORGES MANDEL","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE GEORGES MANDEL","81 RUE GEORGES MANDEL"
59,350,"LILLE","IK","A",87,"","RUE","GEORGES MANDEL","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE GEORGES MANDEL","87 RUE GEORGES MANDEL"
59,350,"LILLE","IK","B",13,"","RUE","JEAN ZAY","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN ZAY","13 RUE JEAN ZAY"
59,350,"LILLE","IK","B",24,"","RUE","JEAN ZAY","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN ZAY","24 RUE JEAN ZAY"
59,350,"LILLE","IK","B",27,"","RUE","JEAN ZAY","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN ZAY","27 RUE JEAN ZAY"
59,350,"LILLE","IK","B",32,"","RUE","JEAN ZAY","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN ZAY","32 RUE JEAN ZAY"
59,350,"LILLE","IK","B",33,"","RUE","JEAN ZAY","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN ZAY","33 RUE JEAN ZAY"
59,350,"LILLE","IK","B",46,"","RUE","JEAN ZAY","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN ZAY","46 RUE JEAN ZAY"
59,350,"LILLE","IK","B",47,"","RUE","JEAN ZAY","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN ZAY","47 RUE JEAN ZAY"
59,350,"LILLE","IK","B",61,"","RUE","JEAN ZAY","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN ZAY","61 RUE JEAN ZAY"
59,350,"LILLE","IK","B",62,"","RUE","JEAN ZAY","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE JEAN ZAY","62 RUE JEAN ZAY"
59,350,"LILLE","IK","A",3,"","RUE","DESAIX","PBC673","378557425",6521,"SCPI","FONCIA PIERRE RENDEMENT","RUE DESAIX","3 RUE DESAIX"
59,350,"LILLE","IK","A",45,"","RUE","JEAN JAURES","PBCMVR","448285916",6540,"SCI","SCI BMB","RUE JEAN JAURES","45 RUE JEAN JAURES"
59,350,"LILLE","IK","A",45,"","RUE","JEAN JAURES","PBJTGV","817631740",6540,"SCI","SCI GEXPERTISE PIERRE","RUE JEAN JAURES","45 RUE JEAN JAURES"
59,350,"LILLE","IK","A",45,"","RUE","JEAN JAURES","PBH2CX","533532883",6540,"SCI","SCI ESCURIAL","RUE JEAN JAURES","45 RUE JEAN JAURES"
59,350,"LILLE","IK","A",45,"","RUE","JEAN JAURES","PBBZCW","325330157",6599,"SC","STE CIVILE DE CONSTRUCTION VENTE LILLE TERTIAIRE VI","RUE JEAN JAURES","45 RUE JEAN JAURES"
59,350,"LILLE","IK","B",45,"","RUE","JEAN JAURES","PBBZCW","325330157",6599,"SC","STE CIVILE DE CONSTRUCTION VENTE LILLE TERTIAIRE VI","RUE JEAN JAURES","45 RUE JEAN JAURES"
59,350,"LILLE","IK","C",55,"","RUE","JEAN JAURES","PBKBQX","448285916",6540,"SCI","SCI BMB","RUE JEAN JAURES","55 RUE JEAN JAURES"
59,350,"LILLE","IK","A",70,"B","RUE","DE TREVISE","P9MBDM","304747835",5546,"SA","ICF NORD-EST","RUE DE TREVISE","70 RUE DE TREVISE"
59,350,"LILLE","IK","A",70,"B","RUE","DE TREVISE","P9994W","304747835",5546,"SA","ICF NORD-EST","RUE DE TREVISE","70 RUE DE TREVISE"
59,350,"LILLE","IK","A",72,"","RUE","DE TREVISE","P9MBDM","304747835",5546,"SA","ICF NORD-EST","RUE DE TREVISE","72 RUE DE TREVISE"
59,350,"LILLE","IK","A",72,"","RUE","DE TREVISE","P9994W","304747835",5546,"SA","ICF NORD-EST","RUE DE TREVISE","72 RUE DE TREVISE"
59,350,"LILLE","IK","A",72,"T","RUE","DE TREVISE","P9MBDM","304747835",5546,"SA","ICF NORD-EST","RUE DE TREVISE","72 RUE DE TREVISE"
59,350,"LILLE","IK","A",72,"T","RUE","DE TREVISE","P9994W","304747835",5546,"SA","ICF NORD-EST","RUE DE TREVISE","72 RUE DE TREVISE"
59,350,"LILLE","IK","A",82,"","RUE","DE TREVISE","P9MBDM","304747835",5546,"SA","ICF NORD-EST","RUE DE TREVISE","82 RUE DE TREVISE"
59,350,"LILLE","IK","A",82,"","RUE","DE TREVISE","P9994W","304747835",5546,"SA","ICF NORD-EST","RUE DE TREVISE","82 RUE DE TREVISE"
59,350,"LILLE","IK","A",72,"B","RUE","DE TREVISE","P9MBDM","304747835",5546,"SA","ICF NORD-EST","RUE DE TREVISE","72 RUE DE TREVISE"
59,350,"LILLE","IK","A",72,"B","RUE","DE TREVISE","P9994W","304747835",5546,"SA","ICF NORD-EST","RUE DE TREVISE","72 RUE DE TREVISE"
59,350,"LILLE","IK","B",70,"B","RUE","DE TREVISE","P9MBDM","304747835",5546,"SA","ICF NORD-EST","RUE DE TREVISE","70 RUE DE TREVISE"
59,350,"LILLE","IK","B",70,"B","RUE","DE TREVISE","P9994W","304747835",5546,"SA","ICF NORD-EST","RUE DE TREVISE","70 RUE DE TREVISE"
59,350,"LILLE","IK","B",72,"","RUE","DE TREVISE","P9MBDM","304747835",5546,"SA","ICF NORD-EST","RUE DE TREVISE","72 RUE DE TREVISE"
59,350,"LILLE","IK","B",72,"","RUE","DE TREVISE","P9994W","304747835",5546,"SA","ICF NORD-EST","RUE DE TREVISE","72 RUE DE TREVISE"
59,350,"LILLE","IK","B",48,"","RUE","DE VALENCIENNES","PBCQZV","431968601",9300,"FON","FONDATION DE L ARMEE DU SALUT","RUE DE VALENCIENNES","48 RUE DE VALENCIENNES"
59,350,"LILLE","IK","B",48,"","RUE","DE VALENCIENNES","P99546","495286098",5546,"SA","3F RESIDENCES","RUE DE VALENCIENNES","48 RUE DE VALENCIENNES"
59,350,"LILLE","IK","C",48,"","RUE","DE VALENCIENNES","PBCQZV","431968601",9300,"FON","FONDATION DE L ARMEE DU SALUT","RUE DE VALENCIENNES","48 RUE DE VALENCIENNES"
59,350,"LILLE","IK","C",48,"","RUE","DE VALENCIENNES","P99546","495286098",5546,"SA","3F RESIDENCES","RUE DE VALENCIENNES","48 RUE DE VALENCIENNES"
59,350,"LILLE","IK","B",9,"","RUE","ARMAND CARREL","PBJ73T","350406492",6540,"SCI","SCI NADAUD","RUE ARMAND CARREL","9 RUE ARMAND CARREL"
59,350,"LILLE","IK","A",5,"","RUE","ARMAND CARREL","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE ARMAND CARREL","5 RUE ARMAND CARREL"
59,350,"LILLE","IK","A",9001,"","RUE","ARMAND CARREL","PBCS3W","215903501",7210,"COM","COMMUNE DE LILLE","RUE ARMAND CARREL","9001 RUE ARMAND CARREL"
59,350,"LILLE","IK","A",3,"B","RUE","ARMAND CARREL","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE ARMAND CARREL","3 RUE ARMAND CARREL"
59,350,"LILLE","IK","B",5,"B","RUE","ARMAND CARREL","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE ARMAND CARREL","5 RUE ARMAND CARREL"
59,350,"LILLE","IK","C",7,"B","RUE","ARMAND CARREL","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","RUE ARMAND CARREL","7 RUE ARMAND CARREL"
59,350,"LILLE","IK","A",35,"","BOULEVARD","DE BELFORT","PBCS3W","215903501",7210,"COM","COMMUNE DE LILLE","BOULEVARD DE BELFORT","35 BOULEVARD DE BELFORT"
59,350,"LILLE","IK","A",32,"","BOULEVARD","DE BELFORT","PBB26P","U20991054",9900,"","ASSO DENOMMEE INSTITUT CATHOLIQUE DE LILLE","BOULEVARD DE BELFORT","32 BOULEVARD DE BELFORT"
59,350,"LILLE","IK","A",55,"","BOULEVARD","DE VERDUN","PBH5KV","493878193",5599,"SA","HABITAT DU NORD COOP","BOULEVARD DE VERDUN","55 BOULEVARD DE VERDUN"
59,350,"LILLE","IK","PK",15,"","BOULEVARD","DE VERDUN","PBH5KV","493878193",5599,"SA","HABITAT DU NORD COOP","BOULEVARD DE VERDUN","15 BOULEVARD DE VERDUN"
59,350,"LILLE","IK","A",32,"","PASSE","DES ALOUETTES","PBJ8W2","834637217",6540,"SCI","DU 32 PASSAGE DES ALOUETTES","PASSE DES ALOUETTES","32 PASSE DES ALOUETTES"
59,350,"LILLE","IK","C",92,"","PASSE","DES ALOUETTES","PBJWW5","U19245899",7322,"AFU","AFUL DE LIMMEUBLE 4 1 DE LA ZAC PORTE DE VALENCIENNES","PASSE DES ALOUETTES","92 PASSE DES ALOUETTES"
59,350,"LILLE","IK","C",82,"","RUE","DES FORTIFICATIONS","PBJWW5","U19245899",7322,"AFU","AFUL DE LIMMEUBLE 4 1 DE LA ZAC PORTE DE VALENCIENNES","RUE DES FORTIFICATIONS","82 RUE DES FORTIFICATIONS"
59,350,"LILLE","IK","C",90,"","RUE","DES FORTIFICATIONS","PBJWW5","U19245899",7322,"AFU","AFUL DE LIMMEUBLE 4 1 DE LA ZAC PORTE DE VALENCIENNES","RUE DES FORTIFICATIONS","90 RUE DES FORTIFICATIONS"
59,350,"LILLE","IK","C",96,"","RUE","DES FORTIFICATIONS","PBJWW5","U19245899",7322,"AFU","AFUL DE LIMMEUBLE 4 1 DE LA ZAC PORTE DE VALENCIENNES","RUE DES FORTIFICATIONS","96 RUE DES FORTIFICATIONS"
59,350,"LILLE","IK","F",38,"","PASSE","DES ALOUETTES","PBH842","475680815",5699,"SA","VILOGIA SOCIETE ANONYME DHLM","PASSE DES ALOUETTES","38 PASSE DES ALOUETTES"
59,350,"LILLE","IK","G",21,"","BOULEVARD","DE BELFORT","PBDSKT","419750252",5202,"SNC","MARIGNAN RESIDENCES","BOULEVARD DE BELFORT","21 BOULEVARD DE BELFORT"
59,350,"LILLE","IK","H",19,"","BOULEVARD","DE BELFORT","PBJWW5","U19245899",7322,"AFU","AFUL DE LIMMEUBLE 4 1 DE LA ZAC PORTE DE VALENCIENNES","BOULEVARD DE BELFORT","19 BOULEVARD DE BELFORT"
59,350,"LILLE","IK","H",19,"B","BOULEVARD","DE BELFORT","PBDSKT","419750252",5202,"SNC","MARIGNAN RESIDENCES","BOULEVARD DE BELFORT","19 BOULEVARD DE BELFORT"
59,350,"LILLE","IK","H",17,"T","BOULEVARD","DE BELFORT","PBKC7F","849332135",6540,"SCI","LUX3","BOULEVARD DE BELFORT","17 BOULEVARD DE BELFORT"
59,350,"LILLE","IK","B",1,"","RUE","EDOUARD HERRIOT","P9MBF7","998630206",5599,"SA","NATIOCREDIBAIL","RUE EDOUARD HERRIOT","1 RUE EDOUARD HERRIOT"
59,350,"LILLE","IK","B",1,"","RUE","EDOUARD HERRIOT","PBH86C","320252489",5599,"SA","BPIFRANCE FINANCEMENT","RUE EDOUARD HERRIOT","1 RUE EDOUARD HERRIOT"
59,350,"LILLE","IK","A",�,"","RUE","GEORGES CLEMENCEAU","P998MW","444608442",5699,"SA","ENEDIS","RUE GEORGES CLEMENCEAU","n RUE GEORGES CLEMENCEAU"
59,350,"LILLE","IL","A",9002,"","AVENUE","LOUISE MICHEL","PBCS3W","215903501",7210,"COM","COMMUNE DE LILLE","AVENUE LOUISE MICHEL","9002 AVENUE LOUISE MICHEL"
59,350,"LILLE","IL","B",2,"","RUE","LOUISE MICHEL","PBCS3W","215903501",7210,"COM","COMMUNE DE LILLE","RUE LOUISE MICHEL","2 RUE LOUISE MICHEL"
59,350,"LILLE","IL","A",13,"","AVENUE","LOUISE MICHEL","PBKKLH","879296432",6540,"SCI","2L","AVENUE LOUISE MICHEL","13 AVENUE LOUISE MICHEL"
59,350,"LILLE","IL","A",9,"","AVENUE","LOUISE MICHEL","PBB5R4","351667142",6540,"SCI","SCI 2 BSF","AVENUE LOUISE MICHEL","9 AVENUE LOUISE MICHEL"
59,350,"LILLE","IL","A",3,"","AVENUE","LOUISE MICHEL","PBG9JN","504979824",6540,"SCI","LE MOULIN DE LOUISE","AVENUE LOUISE MICHEL","3 AVENUE LOUISE MICHEL"
59,350,"LILLE","IL","A",53,"","BOULEVARD","DE BELFORT","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","BOULEVARD DE BELFORT","53 BOULEVARD DE BELFORT"
59,350,"LILLE","IL","A",49,"","BOULEVARD","DE BELFORT","PBCVVK","413782509",4140,"EPIC","LILLE METROPOLE HABITAT OPH DE LA METROPOLE EUROPEENNE DE LI","BOULEVARD DE BELFORT","49 BOULEVARD DE BELFORT"
59,350,"LILLE","IL","A",2,"","RUE","ARMAND CARREL","PBJSL6","820863413",6540,"SCI","SCI FAUBOURG DE ROUBAIX","RUE ARMAND CARREL","2 RUE ARMAND CARREL"
59,350,"LILLE","IL","B",2,"","RUE","ARMAND CARREL","PBJSL6","820863413",6540,"SCI","SCI FAUBOURG DE ROUBAIX","RUE ARMAND CARREL","2 RUE ARMAND CARREL"
59,350,"LILLE","IL","B",4,"","RUE","ARMAND CARREL","PBHXXP","530818475",6540,"SCI","SCI DU TERTRE","RUE ARMAND CARREL","4 RUE ARMAND CARREL"
59,350,"LILLE","IL","A",8,"","RUE","ARMAND CARREL","PBCQLP","492856778",6540,"SCI","DIEPTON","RUE ARMAND CARREL","8 RUE ARMAND CARREL"
59,350,"LILLE","IL","A",8,"","RUE","ARMAND CARREL","PBCKR2","450955950",6540,"SCI","SCI DU NOMBRE DOR","RUE ARMAND CARREL","8 RUE ARMAND CARREL"
59,350,"LILLE","IL","A",18,"","RUE","ARMAND CARREL","PBKBQG","811963248",6540,"SCI","OTHBIL","RUE ARMAND CARREL","18 RUE ARMAND CARREL"
59,350,"LILLE","IL","B",18,"","RUE","ARMAND CARREL","PBKBQG","811963248",6540,"SCI","OTHBIL","RUE ARMAND CARREL","18 RUE ARMAND CARREL"
59,350,"LILLE","IL","A",20,"","RUE","ARMAND CARREL","PBCQLB","493752877",6540,"SCI","CARREL 20","RUE ARMAND CARREL","20 RUE ARMAND CARREL"
59,350,"LILLE","IL","A",5,"","BOULEVARD","DEFENSEURS DE LILLE","PBCGTL","U21510027",5599,"SA","GFF FLANDRES","BOULEVARD DEFENSEURS DE LILLE","5 BOULEVARD DEFENSEURS DE LILLE"
59,350,"LILLE","IL","A",5,"","BOULEVARD","DEFENSEURS DE LILLE","PBJW2K","824589790",6540,"SCI","SCI DULLOO","BOULEVARD DEFENSEURS DE LILLE","5 BOULEVARD DEFENSEURS DE LILLE"
59,350,"LILLE","IL","C",5,"","BOULEVARD","DEFENSEURS DE LILLE","PBCGTL","U21510027",5599,"SA","GFF FLANDRES","BOULEVARD DEFENSEURS DE LILLE","5 BOULEVARD DEFENSEURS DE LILLE"
59,350,"LILLE","IL","D",5,"","BOULEVARD","DEFENSEURS DE LILLE","PBG9XW","500890363",6540,"SCI","DOMAINE DE TINDO","BOULEVARD DEFENSEURS DE LILLE","5 BOULEVARD DEFENSEURS DE LILLE"
59,350,"LILLE","IL","D",5,"","BOULEVARD","DEFENSEURS DE LILLE","PBJRK5","818490708",6540,"SCI","PRYNE","BOULEVARD DEFENSEURS DE LILLE","5 BOULEVARD DEFENSEURS DE LILLE"
